ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
4831,Southern Plains total,Southern Plains,2002,Cropland idled,6429.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,26017262.94,32145000.0,1.2355258150763802
4832,Southern Plains,Oklahoma,2002,Cropland idled,961.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3889032.46,4805000.0,1.2355258150763802
4833,Southern Plains,Texas,2002,Cropland idled,5468.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22128230.48,27340000.0,1.2355258150763802
4834,Mountain total,Mountain,2002,Cropland idled,7699.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,31156775.14,38495000.0,1.2355258150763802
4835,Mountain,Montana,2002,Cropland idled,3270.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13233232.200000001,16350000.0,1.2355258150763802
4836,Mountain,Idaho,2002,Cropland idled,855.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3460065.3000000003,4275000.0,1.2355258150763802
4837,Mountain,Wyoming,2002,Cropland idled,364.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1473057.04,1820000.0,1.2355258150763802
4838,Mountain,Colorado,2002,Cropland idled,2155.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8720983.3,10775000.0,1.2355258150763802
4839,Mountain,New Mexico,2002,Cropland idled,625.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2529287.5,3125000.0,1.2355258150763802
4840,Mountain,Arizona,2002,Cropland idled,146.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,590841.56,730000.0,1.2355258150763802
4841,Mountain,Utah,2002,Cropland idled,248.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1003621.28,1240000.0,1.2355258150763802
4842,Mountain,Nevada,2002,Cropland idled,36.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,145686.96,180000.0,1.2355258150763804
4843,Pacific total,Pacific,2002,Cropland idled,2630.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10643241.8,13150000.0,1.2355258150763802
4844,Pacific,Washington,2002,Cropland idled,1230.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4977637.8,6150000.0,1.2355258150763802
4845,Pacific,Oregon,2002,Cropland idled,681.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2755911.66,3405000.0,1.2355258150763802
4846,Pacific,California,2002,Cropland idled,719.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2909692.3400000003,3595000.0,1.2355258150763802
4847,48 States,48 States,2002,Cropland idled,39657.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,160486327.02,198285000.0,1.2355258150763802
4848,AK and HI,Alaska,2002,Cropland idled,49.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,198296.14,245000.0,1.2355258150763802
4849,AK and HI,Hawaii,2002,Cropland idled,62.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,250905.32,310000.0,1.2355258150763802
4850,U.S. total,U.S. total,2002,Cropland idled,39768.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,160935528.48000002,198840000.0,1.2355258150763802
4851,Northeast total,Northeast,2007,Cropland idled,1036.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,4192546.96,5698000.0,1.3590783965840183
4852,Northeast,Maine,2007,Cropland idled,85.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,343983.10000000003,340000.0,0.9884206520611041
4853,Northeast,New Hampshire,2007,Cropland idled,10.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,40468.6,50000.0,1.2355258150763802
4854,Northeast,Vermont,2007,Cropland idled,27.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,109265.22,121500.0,1.1119732335687422
4855,Northeast,Massachusetts,2007,Cropland idled,14.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,56656.04,98000.0,1.7297361411069323
4856,Northeast,Rhode Island,2007,Cropland idled,2.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,8093.72,15000.0,1.8532887226145702
4857,Northeast,Connecticut,2007,Cropland idled,13.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,52609.18,88400.0,1.680315108503877
4858,Northeast,New York,2007,Cropland idled,266.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,1076464.76,2660000.0,2.4710516301527603
4859,Northeast,New Jersey,2007,Cropland idled,24.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,97124.64,288000.0,2.9652619561833125
4860,Northeast,Pennsylvania,2007,Cropland idled,513.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,2076039.1800000002,3334500.0,1.6061835595992942
4861,Northeast,Delaware,2007,Cropland idled,10.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,40468.6,50000.0,1.2355258150763802
4862,Northeast,Maryland,2007,Cropland idled,71.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,287327.06,355000.0,1.2355258150763802
4863,Northeast,District of Columbia,2007,Cropland idled,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,0.0,0.0,
4864,Lake States total,Lake States,2007,Cropland idled,3037.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12290313.82,15185000.0,1.2355258150763802
4865,Lake States,Michigan,2007,Cropland idled,553.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2237913.58,2765000.0,1.2355258150763802
4866,Lake States,Wisconsin,2007,Cropland idled,738.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2986582.68,3690000.0,1.2355258150763802
4867,Lake States,Minnesota,2007,Cropland idled,1745.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7061770.7,8725000.0,1.2355258150763802
4868,Corn Belt total,Corn Belt,2007,Cropland idled,4642.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,18785524.12,23210000.0,1.2355258150763802
4869,Corn Belt,Ohio,2007,Cropland idled,431.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1744196.6600000001,2155000.0,1.2355258150763802
4870,Corn Belt,Indiana,2007,Cropland idled,262.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1060277.32,1310000.0,1.2355258150763802
4871,Corn Belt,Illinois,2007,Cropland idled,970.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3925454.2,4850000.0,1.2355258150763802
4872,Corn Belt,Iowa,2007,Cropland idled,1608.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6507350.88,8040000.0,1.2355258150763802
4873,Corn Belt,Missouri,2007,Cropland idled,1372.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5552291.92,6860000.0,1.2355258150763802
4874,Northern Plains total,Northern Plains,2007,Cropland idled,8913.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,36069663.18,44565000.0,1.2355258150763802
4875,Northern Plains,North Dakota,2007,Cropland idled,3569.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14443243.34,17845000.0,1.2355258150763802
4876,Northern Plains,South Dakota,2007,Cropland idled,1516.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6135039.76,7580000.0,1.2355258150763802
4877,Northern Plains,Nebraska,2007,Cropland idled,1221.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4941216.0600000005,6105000.0,1.2355258150763802
4878,Northern Plains,Kansas,2007,Cropland idled,2608.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10554210.88,13040000.0,1.2355258150763802
4879,Appalachian total,Appalachian,2007,Cropland idled,1578.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6385945.08,7890000.0,1.2355258150763802
4880,Appalachian,Virginia,2007,Cropland idled,194.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,785090.84,970000.0,1.2355258150763802
4881,Appalachian,West Virginia,2007,Cropland idled,51.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,206389.86000000002,255000.0,1.2355258150763802
4882,Appalachian,North Carolina,2007,Cropland idled,247.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,999574.42,1235000.0,1.2355258150763802
4883,Appalachian,Kentucky,2007,Cropland idled,676.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2735677.36,3380000.0,1.2355258150763804
4884,Appalachian,Tennessee,2007,Cropland idled,410.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1659212.6,2050000.0,1.2355258150763802
4885,Southeast total,Southeast,2007,Cropland idled,1061.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4293718.46,5305000.0,1.2355258150763802
4886,Southeast,South Carolina,2007,Cropland idled,201.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,813418.86,1005000.0,1.2355258150763802
4887,Southeast,Georgia,2007,Cropland idled,364.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1473057.04,1820000.0,1.2355258150763802
4888,Southeast,Florida,2007,Cropland idled,90.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,364217.4,450000.0,1.2355258150763802
4889,Southeast,Alabama,2007,Cropland idled,406.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1643025.1600000001,2030000.0,1.2355258150763802
4890,Delta States total,Delta States,2007,Cropland idled,930.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3763579.8000000003,4650000.0,1.2355258150763802
4891,Delta States,Mississippi,2007,Cropland idled,376.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1521619.36,1880000.0,1.2355258150763802
4892,Delta States,Arkansas,2007,Cropland idled,94.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,380404.84,470000.0,1.2355258150763802
4893,Delta States,Louisiana,2007,Cropland idled,460.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1861555.6,2300000.0,1.2355258150763802
4894,Southern Plains total,Southern Plains,2007,Cropland idled,5553.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22472213.580000002,27765000.0,1.2355258150763802
4895,Southern Plains,Oklahoma,2007,Cropland idled,890.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3601705.4,4450000.0,1.2355258150763802
4896,Southern Plains,Texas,2007,Cropland idled,4663.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,18870508.18,23315000.0,1.2355258150763802
4897,Mountain total,Mountain,2007,Cropland idled,7432.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,30076263.52,37160000.0,1.2355258150763802
4898,Mountain,Montana,2007,Cropland idled,3558.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,14398727.88,17790000.0,1.2355258150763802
4899,Mountain,Idaho,2007,Cropland idled,789.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3192972.54,3945000.0,1.2355258150763802
4900,Mountain,Wyoming,2007,Cropland idled,141.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,570607.26,705000.0,1.2355258150763802
4901,Mountain,Colorado,2007,Cropland idled,2076.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8401281.36,10380000.0,1.2355258150763804
4902,Mountain,New Mexico,2007,Cropland idled,545.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2205538.7,2725000.0,1.2355258150763802
4903,Mountain,Arizona,2007,Cropland idled,96.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,388498.56,480000.0,1.2355258150763802
4904,Mountain,Utah,2007,Cropland idled,198.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,801278.28,990000.0,1.2355258150763802
4905,Mountain,Nevada,2007,Cropland idled,30.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,121405.8,150000.0,1.2355258150763802
4906,Pacific total,Pacific,2007,Cropland idled,2875.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11634722.5,14375000.0,1.2355258150763802
4907,Pacific,Washington,2007,Cropland idled,1521.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6155274.0600000005,7605000.0,1.2355258150763802
4908,Pacific,Oregon,2007,Cropland idled,696.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2816614.56,3480000.0,1.2355258150763802
4909,Pacific,California,2007,Cropland idled,657.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2658787.02,3285000.0,1.2355258150763802
4910,48 States,48 States,2007,Cropland idled,37057.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,149964491.02,185285000.0,1.2355258150763802
4911,AK and HI,Alaska,2007,Cropland idled,48.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,194249.28,240000.0,1.2355258150763802
4912,AK and HI,Hawaii,2007,Cropland idled,49.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,198296.14,245000.0,1.2355258150763802
4913,U.S. total,U.S. total,2007,Cropland idled,37154.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,150357036.44,185770000.0,1.2355258150763802
4914,Northeast total,Northeast,2012,Cropland idled,1033.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,4180406.3800000004,5681500.0,1.359078396584018
4915,Northeast,Maine,2012,Cropland idled,55.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,222577.30000000002,220000.0,0.9884206520611041
4916,Northeast,New Hampshire,2012,Cropland idled,18.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,72843.48,90000.0,1.2355258150763804
4917,Northeast,Vermont,2012,Cropland idled,19.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,76890.34,85500.0,1.1119732335687422
4918,Northeast,Massachusetts,2012,Cropland idled,14.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,56656.04,98000.0,1.7297361411069323
4919,Northeast,Rhode Island,2012,Cropland idled,4.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,16187.44,30000.0,1.8532887226145702
